Timestamp,Have you purchased or are you currently looking to purchase a home?,Scarcity Messaging [Marketing messages showing limited real estate availability make me feel the opportunity may end soon.],"Scarcity Messaging [When a property or unit is advertised as scarce, I feel more motivated to consider it.]",Scarcity Messaging [Messages stating that few units remain increase my interest in the offer.],Scarcity Messaging [Seeing a property promoted as “limited” makes me think it will sell out quickly.],Perceived Urgency [Time-sensitive real estate offers make me feel pressured to make a faster decision.],Perceived Urgency [I feel I might lose the opportunity of buying a property if I do not act quickly.],Perceived Urgency [Marketing messages with deadlines in the real estate industry increase my sense of urgency.],Perceived Urgency [Urgent real estate promotions make me accelerate my decision-making process.],Purchase Intention [I am likely to purchase a property when an offer appears favorable.],"Purchase Intention [If I believe the opportunity of buying a desired property might disappear, I am more willing to commit financially.]",Purchase Intention [I am willing to make a booking or reservation if a “good” offer is available.],Purchase Intention [Scarcity or urgency messages in real estate increase my intention to take purchase-related action.],Age,Gender,Education Level,Education
11/13/2025 14:24,Yes,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,64,Male,Bachelor,Bachelor?s Degree
11/13/2025 14:05,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,53,Male,Other,Bachelor?s Degree
11/13/2025 12:43,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,52,Male,Master,Bachelor?s Degree
11/13/2025 10:57,Yes,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,31,Male,Bachelor,Bachelor?s Degree
11/13/2025 9:54,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,60,Female,Bachelor,Bachelor?s Degree
11/13/2025 8:40,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,40,Male,Other,Bachelor?s Degree
11/13/2025 7:39,Yes,Neutral,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,39,Male,Master,Bachelor?s Degree
11/13/2025 5:31,Yes,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,32,Male,Master,Bachelor?s Degree
11/13/2025 4:40,Yes,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,55,Male,Bachelor,Bachelor?s Degree
11/13/2025 4:40,Yes,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,30,Male,Doctorate,Bachelor?s Degree
11/13/2025 3:15,Yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,51,Male,Master,Bachelor?s Degree
11/13/2025 0:39,Yes,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,29,Male,Other,Bachelor?s Degree
11/13/2025 0:34,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,46,Male,Doctorate,Bachelor?s Degree
11/12/2025 22:51,Yes,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,54,Male,Other,Bachelor?s Degree
11/12/2025 22:49,Yes,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,50,Male,Bachelor,Bachelor?s Degree
11/12/2025 22:09,Yes,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,50,Male,Bachelor,Bachelor?s Degree
11/12/2025 21:19,Yes,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,44,Male,Doctorate,Bachelor?s Degree
11/12/2025 21:06,Yes,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,37,Male,Doctorate,Bachelor?s Degree
11/12/2025 18:06,Yes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,45,Male,Doctorate,Bachelor?s Degree
11/12/2025 16:41,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,49,Male,Other,Bachelor?s Degree
11/12/2025 14:26,Yes,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,46,Female,Bachelor,Bachelor?s Degree
11/12/2025 14:11,Yes,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,54,Male,Master,Bachelor?s Degree
11/12/2025 13:24,Yes,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,42,Male,Other,Bachelor?s Degree
11/12/2025 10:56,Yes,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,36,Male,Doctorate,Bachelor?s Degree
11/12/2025 10:02,Yes,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,46,Male,Doctorate,Bachelor?s Degree
11/12/2025 8:23,Yes,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,39,Male,Bachelor,Bachelor?s Degree
11/12/2025 7:43,Yes,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,45,Male,Master,Bachelor?s Degree
11/12/2025 7:33,Yes,Agree,Agree,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,36,Male,Master,Bachelor?s Degree
11/12/2025 6:38,Yes,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,60,Male,Doctorate,Bachelor?s Degree
11/12/2025 4:33,Yes,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,53,Male,Bachelor,Bachelor?s Degree
11/12/2025 3:13,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,64,Male,Doctorate,Bachelor?s Degree
11/11/2025 22:57,Yes,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,48,Male,Doctorate,Bachelor?s Degree
11/11/2025 22:41,Yes,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,34,Male,Master,Bachelor?s Degree
11/11/2025 22:26,Yes,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Neutral,56,Male,Other,Bachelor?s Degree
11/11/2025 20:53,Yes,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,49,Male,Other,Bachelor?s Degree
11/11/2025 19:39,Yes,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,42,Female,Master,Bachelor?s Degree
11/11/2025 17:13,Yes,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,35,Male,Doctorate,Bachelor?s Degree
11/11/2025 16:39,Yes,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,61,Male,Master,Bachelor?s Degree
11/11/2025 14:55,Yes,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,43,Female,Other,Bachelor?s Degree
11/11/2025 13:37,Yes,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Neutral,50,Male,Bachelor,Bachelor?s Degree
11/11/2025 13:16,Yes,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,34,Male,Bachelor,Bachelor?s Degree
11/11/2025 10:12,Yes,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,35,Male,Doctorate,Bachelor?s Degree
11/11/2025 10:01,Yes,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,58,Male,Doctorate,Bachelor?s Degree
11/11/2025 9:45,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,50,Female,Bachelor,Bachelor?s Degree
11/11/2025 8:04,Yes,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,25,Male,Master,Bachelor?s Degree
11/11/2025 5:59,Yes,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,60,Female,Other,Bachelor?s Degree
11/11/2025 5:51,Yes,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,60,Female,Doctorate,Bachelor?s Degree
11/11/2025 4:37,Yes,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,48,Male,Bachelor,Bachelor?s Degree
11/11/2025 1:27,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,62,Male,Bachelor,Bachelor?s Degree
11/10/2025 23:43,Yes,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,45,Male,Other,Bachelor?s Degree
11/10/2025 23:34,Yes,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,57,Male,Bachelor,Bachelor?s Degree
11/10/2025 22:41,Yes,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,54,Male,Doctorate,Bachelor?s Degree
11/10/2025 22:25,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,57,Female,Bachelor,Bachelor?s Degree
11/10/2025 21:21,Yes,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,46,Male,Bachelor,Bachelor?s Degree
11/10/2025 21:17,Yes,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,50,Male,Bachelor,Bachelor?s Degree
11/10/2025 20:17,Yes,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,51,Male,Bachelor,Bachelor?s Degree
11/10/2025 19:41,Yes,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,38,Male,Master,Bachelor?s Degree
11/10/2025 19:15,Yes,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,35,Male,Master,Bachelor?s Degree
11/10/2025 19:03,Yes,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,46,Female,Other,Bachelor?s Degree
11/10/2025 18:13,Yes,Neutral,Neutral,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,34,Male,Bachelor,Bachelor?s Degree
11/10/2025 16:27,Yes,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,41,Male,Doctorate,Bachelor?s Degree
11/10/2025 15:15,Yes,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,62,Male,Other,Bachelor?s Degree
11/10/2025 14:29,Yes,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,54,Male,Doctorate,Bachelor?s Degree
11/10/2025 14:18,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,48,Male,Other,Bachelor?s Degree
11/10/2025 13:21,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,37,Male,Other,Bachelor?s Degree
11/10/2025 12:48,Yes,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,42,Male,Doctorate,Bachelor?s Degree
11/10/2025 10:16,Yes,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,28,Male,Bachelor,Bachelor?s Degree
11/10/2025 10:06,Yes,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,62,Male,Master,Bachelor?s Degree
11/10/2025 8:16,Yes,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,26,Male,Bachelor,Bachelor?s Degree
11/10/2025 5:10,Yes,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,41,Male,Bachelor,Bachelor?s Degree
11/10/2025 1:50,Yes,Neutral,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,57,Female,Doctorate,Bachelor?s Degree
11/10/2025 1:30,Yes,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,26,Male,Other,Bachelor?s Degree
11/10/2025 0:56,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,29,Male,Doctorate,Bachelor?s Degree
11/10/2025 0:16,Yes,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,33,Male,Doctorate,Bachelor?s Degree
11/10/2025 0:03,Yes,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,25,Male,Bachelor,Bachelor?s Degree
11/9/2025 22:22,Yes,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,46,Male,Doctorate,Bachelor?s Degree
11/9/2025 21:40,Yes,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,47,Male,Doctorate,Bachelor?s Degree
11/9/2025 18:24,Yes,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,46,Male,Other,Bachelor?s Degree
11/9/2025 17:49,Yes,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,51,Male,Bachelor,Bachelor?s Degree
11/9/2025 13:53,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,60,Male,Other,Bachelor?s Degree
11/9/2025 12:46,Yes,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,63,Male,Master,Bachelor?s Degree
11/9/2025 12:41,Yes,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Disagree,Disagree,42,Male,Doctorate,Bachelor?s Degree
11/9/2025 11:11,Yes,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,57,Male,Bachelor,Bachelor?s Degree
11/9/2025 10:41,Yes,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,32,Female,Bachelor,Bachelor?s Degree
11/9/2025 10:35,Yes,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,58,Female,Master,Bachelor?s Degree
11/9/2025 10:06,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,38,Male,Master,Bachelor?s Degree
11/9/2025 8:54,Yes,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,35,Female,Other,Bachelor?s Degree
11/9/2025 8:50,Yes,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,36,Female,Bachelor,Bachelor?s Degree
11/9/2025 7:33,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,30,Male,Bachelor,Bachelor?s Degree
11/9/2025 7:25,Yes,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,37,Male,Bachelor,Bachelor?s Degree
11/9/2025 6:27,Yes,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,36,Male,Doctorate,Bachelor?s Degree
11/9/2025 5:33,Yes,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,57,Male,Doctorate,Bachelor?s Degree
11/9/2025 5:20,Yes,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,37,Male,Doctorate,Bachelor?s Degree
11/9/2025 4:05,Yes,Agree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,41,Male,Bachelor,Bachelor?s Degree
11/9/2025 3:23,Yes,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,48,Male,Other,Bachelor?s Degree
11/9/2025 1:36,Yes,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,63,Male,Bachelor,Bachelor?s Degree
11/9/2025 0:09,Yes,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,46,Male,Master,Bachelor?s Degree
11/8/2025 23:54,Yes,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,48,Male,Doctorate,Bachelor?s Degree
11/8/2025 23:38,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,40,Male,Master,Bachelor?s Degree
11/8/2025 21:00,Yes,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,27,Male,Master,Bachelor?s Degree
11/8/2025 20:54,Yes,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,37,Male,Doctorate,Bachelor?s Degree
11/8/2025 19:52,Yes,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,60,Male,Other,Bachelor?s Degree
11/8/2025 19:37,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,30,Male,Bachelor,Bachelor?s Degree
11/8/2025 18:11,Yes,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,55,Male,Master,Bachelor?s Degree
11/8/2025 16:52,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Neutral,29,Male,Doctorate,Bachelor?s Degree
11/8/2025 16:25,Yes,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,44,Male,Master,Bachelor?s Degree
11/8/2025 15:35,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,42,Male,Master,Bachelor?s Degree
11/8/2025 15:14,Yes,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,47,Male,Bachelor,Bachelor?s Degree
11/8/2025 15:06,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,46,Male,Other,Bachelor?s Degree
11/8/2025 14:42,Yes,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,46,Male,Doctorate,Master?s Degree
11/8/2025 13:51,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,48,Male,Master,Bachelor?s Degree
11/8/2025 13:20,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,59,Male,Other,Bachelor?s Degree
11/8/2025 12:38,Yes,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,28,Male,Other,Bachelor?s Degree
11/8/2025 12:25,Yes,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,64,Female,Master,Bachelor?s Degree
11/8/2025 8:33,Yes,Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,58,Male,Bachelor,Bachelor?s Degree
11/8/2025 8:01,Yes,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,44,Male,Other,Bachelor?s Degree
11/8/2025 7:38,Yes,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,56,Male,Doctorate,Bachelor?s Degree
11/8/2025 6:20,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,39,Male,Doctorate,Bachelor?s Degree
11/8/2025 5:08,Yes,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,39,Female,Doctorate,Bachelor?s Degree
11/8/2025 3:36,Yes,Agree,Neutral,Agree,Agree,Disagree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Neutral,36,Male,Bachelor,Bachelor?s Degree
11/8/2025 3:19,Yes,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,52,Male,Master,Bachelor?s Degree
11/8/2025 2:31,Yes,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,38,Male,Master,Bachelor?s Degree
11/8/2025 2:03,Yes,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,51,Male,Other,Bachelor?s Degree
11/8/2025 1:57,Yes,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,25,Male,Doctorate,Bachelor?s Degree
11/8/2025 1:53,Yes,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,44,Male,Bachelor,Bachelor?s Degree
11/8/2025 1:47,Yes,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,43,Male,Master,Bachelor?s Degree
11/8/2025 0:42,Yes,Neutral,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,33,Female,Master,Bachelor?s Degree
